|player_id|player_name|player_preferred_position|player_preferred_number|player_minutes|wavg_player_rating|offsides|shots_total|shots_on_goal|goals_total|goals_conceded|goals_assists|goals_saves|passes_total|passes_key|passes_completed|tackles_total|tackles_blocks|tackles_interceptions|tackles_total_padj|tackles_blocks_padj|tackles_interceptions_padj|duels_total|duels_won|dribbles_attemps|dribbles_success|dribbles_past|dribbles_past_padj|fouls_drawn|fouls_committed|fouls_committed_padj|cards_yellow|cards_red|penalty_won|penalty_committed|penalty_scored|penalty_missed|penalty_saved
0|0||M|11|6124|6.688348623853211|0|57|22|4|41|1|22|921|22|479.0399999999999|114|15|87|129.10731689568564|17.760054144162464|91.98899233178837|301|140|78|41|37|40.26201649027976|89|90|100.32227755454593|21|1|1|0|0|0|0
1|6|Leonardo Balerdi|D|5|450|7.325|0|2|0|0|0|0|0|180|0|149.88|7|4|9|5.393772893772893|3.0724193838947937|7.491483925910154|34|28|3|3|0|0.0|5|4|3.4070847185601285|2|0|0|0|0|0|0
2|34|Filipe Luis|D|3|4032|7.198090277777779|0|15|6|2|1|2|0|2832|48|1070.47|108|9|85|91.9913957262253|8.393200628993252|71.62972109836774|309|184|73|50|34|29.076644681787215|50|74|62.66546156263852|10|0|0|0|0|0|0
3|37|Nehuen Perez|D|3|185|6.989189189189189|0|1|0|0|0|0|0|52|0|40.040000000000006|4|3|2|3.892668178382464|2.7777777777777777|1.946334089191232|18|10|0|0|0|0.0|0|4|3.892668178382464|2|0|0|0|0|0|0
4|41|Juanfran|D|20|2854|6.735529081990187|0|7|2|0|0|3|0|1184|35|431.99|47|5|37|42.54068012538219|4.3409840699538425|31.336101780076458|142|58|29|11|33|30.00671023483378|16|48|44.703149390928054|5|0|0|0|0|0|0
5|71|Luan Peres|D|14|5049|6.8598930481283436|0|15|5|0|0|2|0|2137|15|966.9200000000003|68|24|106|67.6494507059229|24.632695678101815|111.98176308536875|364|201|28|20|34|37.34598148789597|37|46|46.50163278486881|12|2|0|0|0|0|0
6|96|Jemerson|D|5|638|7.172570532915361|0|3|1|0|0|0|0|293|2|10.549999999999997|8|1|20|7.122281558756969|0.8771929824561404|18.542476461479918|61|35|4|2|0|0.0|2|11|10.575602516391989|0|0|0|0|0|0|0
7|150|Arthur|M|8|2791|7.285596560372627|0|16|5|2|0|1|0|2451|32|2288.6699999999996|2|1|47|1.4430014430014428|0.8333333333333334|46.070493371337406|285|186|36|30|23|22.761657293451016|90|23|21.606566082949026|3|0|0|0|0|0|0
8|166|Juan Foyth|D|8|630|7.371428571428571|0|0|0|0|0|0|0|246|3|196.76999999999998|0|0|19|0.0|0.0|20.85042143472376|75|53|14|13|4|4.469669004552725|9|6|6.3157108721624855|0|0|0|0|0|0|0
9|168|Davinson Sanchez|D|6|1156|7.065224913494809|0|1|0|0|0|1|0|512|4|443.20000000000005|0|0|35|0.0|0.0|31.939160328711957|102|60|10|9|9|9.078122332672384|7|15|14.632278245437485|3|0|0|1|2|0|0
10|183|Vincent Janssen|F|9|2497|6.965278334000801|14|91|40|12|0|2|0|558|40|185.68|31|0|6|35.274140545862814|0.0|5.79048285981059|375|154|74|39|16|17.910288731122378|56|81|84.3185765736|14|2|2|0|2|0|0
11|217|Lautaro Martinez|F|10|2866|7.345396825396826|0|121|55|21|14|4|0|317|33|217.56000000000003|11|1|16|10.961380991175709|1.0638297872340425|15.483765969525766|462|222|92|46|8|6.822678887875606|114|81|79.47818933047436|7|0|2|0|0|1|0
12|234|Erick Gutierrez|M|15|2735|7.308592321755029|1|43|8|3|0|5|0|1400|62|1227.3299999999997|74|6|34|72.30008973003424|7.337553514024103|32.8134292455898|342|208|60|41|22|21.564329846423362|62|40|37.34932445139026|5|0|0|0|0|0|0
13|248|Hirving Lozano|F|11|2305|7.306724511930586|25|96|35|10|0|4|0|596|47|480.38|39|3|15|35.73963942152984|2.9638043896804|14.548359938924097|421|225|100|49|16|16.46993776505242|120|55|52.428285458156765|11|3|5|0|1|0|0
14|251|Maximiliano Romero|F|19|2674|6.931268996960486|3|72|36|13|7|5|0|423|28|310.4100000000001|7|1|6|6.029674817997447|0.9090909090909091|5.923278842257754|109|51|41|22|8|6.580376273739507|27|31|28.93934410298665|4|0|1|0|0|0|0
15|256|Dani Alves|D|10|4315|7.344148319814601|9|60|18|3|0|6|0|3259|124|1238.6599999999999|94|6|24|85.93528974401498|5.3520108103700235|21.487916140931716|317|158|94|58|46|40.32010204150825|105|114|106.89179898798275|14|0|0|0|0|0|0
16|350|Jonathan Cafu|F|22|103|6.863106796116504|0|0|0|0|0|0|0|26|2|0.9299999999999999|2|0|1|3.125|0.0|1.5625|21|9|3|2|0|0.0|4|3|3.2100667693888036|0|0|0|0|0|0|0
17|372|Eder Militao|D|3|2841|7.122668074621614|0|24|8|3|0|1|0|1037|11|826.21|35|4|72|41.87950296087655|4.177118171683389|73.62240322540251|425|266|51|35|21|23.4700930500535|43|50|51.67019767045688|7|1|0|0|0|0|0
18|374|Joao Pedro|D|23|1903|6.702942722017867|0|32|10|1|0|1|0|544|19|386.37000000000006|22|5|22|23.249247251985754|6.13361704163591|25.81486108494405|129|49|78|50|14|16.741018238548083|15|35|40.53061093387663|4|0|0|1|0|0|0
19|433|Marcao|D|96|164|7.319512195121952|0|5|3|1|0|0|0|49|1|44.38|0|0|4|0.0|0.0|5.5071721311475414|11|6|0|0|0|0.0|0|3|2.459016393442623|2|1|0|0|0|0|0
20|434|Mariano|D|25|416|7.054326923076923|0|1|0|0|0|1|0|267|4|55.059999999999995|12|1|8|10.332422023917944|0.9803921568627451|6.770449079873823|56|32|7|3|6|4.664419444042288|8|10|7.584961628363545|2|0|0|0|0|0|0
21|500|Rafinha|D|13|1669|7.022947872977831|0|7|2|0|0|5|0|1066|30|948.0100000000001|27|3|21|21.61458277656869|2.5127812908307043|16.664936382129117|48|29|35|14|15|12.18201351370751|21|28|22.49508349286573|10|0|1|1|0|0|0
22|529|Nicolas Tagliafico|D|31|2561|7.213755566551212|0|18|4|0|6|1|0|795|10|668.6700000000001|18|2|106|15.320610155853851|1.875|97.09546320383029|239|163|28|13|11|10.41393049589297|72|28|27.515672192992753|4|0|0|0|0|0|0
23|534|Lisandro Magallan|D|6|3314|7.032245391356906|0|18|3|1|1|1|0|1441|5|1194.35|13|8|66|13.813016054861945|8.307790098534564|61.28091077065005|209|136|2|0|7|6.044070691958015|15|28|26.972072747220206|5|1|0|0|0|0|0
24|559|German Conti|D|30|6000|7.196140749148695|0|39|11|4|6|2|0|1599|9|963.45|45|28|204|49.47759648421147|30.469005119641416|218.57432250484626|540|350|18|10|26|29.7380820052141|48|82|88.18021652999755|16|0|0|3|0|0|0
25|576|Eduardo Salvio|F|18|1396|6.924212034383955|1|45|20|6|0|4|0|428|13|235.66000000000003|13|0|10|12.173486492004344|0.0|9.708849860337793|67|26|120|66|23|21.564163354791233|24|19|17.92089392950443|1|0|0|0|0|0|0
26|634|David Silva|M|21|10168|7.101091660110147|0|225|77|24|0|16|0|5219|263|4250.259999999999|41|7|90|41.734574018095635|6.820419763628269|93.0620400633057|1007|459|194|116|152|158.62534766665524|192|138|144.48356865000318|25|2|1|0|2|0|0
27|687|Maycon|M|8|3537|6.926745829799264|0|49|13|1|0|2|0|1977|43|1735.95|12|0|59|11.769069906739936|0.0|57.942955612334956|276|113|27|9|43|41.50836131851356|24|36|36.74027521827842|6|0|0|0|0|0|0
28|688|Fernando|F|47|45|6.6|0|1|0|0|0|0|0|15|0|13.950000000000001|0|0|0|0.0|0.0|0.0|10|3|2|1|0|0.0|0|3|2.027027027027027|0|0|0|0|0|0|0
29|695|Wellington Nem|M|18|1139|6.684986830553117|0|32|9|2|0|0|0|305|10|257.14|16|1|8|15.20234482993348|0.9259259259259258|7.863045284806363|61|31|43|23|7|6.346629526571834|57|32|27.99351075871485|5|0|1|0|0|0|0
30|712|Lucas Ribeiro|D|14|2402|6.854537885095753|0|7|3|0|0|0|0|1006|2|529.4799999999999|25|13|42|29.11200251340567|13.622907629836325|46.88753144491382|184|91|9|7|7|7.8576915452473|15|31|37.33464562808092|5|1|0|0|0|0|0
31|750|Alvaro Fidalgo|M|22|942|6.847983014861996|1|6|3|0|0|3|0|426|16|12.450000000000001|6|1|9|5.543410056758221|0.8064516129032259|8.096054812406313|86|37|22|13|8|7.507617001525734|17|5|4.633723627828271|0|0|1|0|0|0|0
32|762|Vinicius Junior|M|20|1676|6.853162291169453|0|61|27|7|0|4|0|352|20|249.95999999999992|7|0|5|6.4929721725440865|0.0|5.366474922926535|272|118|108|50|36|36.18739370236239|51|20|18.691403872516187|6|0|1|0|0|0|0
33|779|Daniele De Rossi|M|16|356|6.982584269662921|0|0|0|0|0|0|0|139|2|117.14|3|3|10|3.6998361998362|2.5|12.529919309580325|0|0|2|2|3|3.896103896103896|3|5|5.055951835612853|1|0|0|0|0|0|0
34|829|Rodrigo Becao|D|50|525|6.634095238095238|0|4|0|0|0|0|0|191|1|165.6|0|0|13|0.0|0.0|11.885943842371798|54|31|0|0|4|4.502442002442002|7|7|6.884861272517973|1|0|0|1|0|0|0
35|844|Abel Hernandez|F|99|951|6.662605932203389|0|18|9|3|0|1|0|167|9|5.419999999999999|10|1|4|10.003348605026579|0.819672131147541|5.238558329694757|137|51|6|3|2|1.9049346879535558|11|14|14.051601177238046|2|0|0|0|0|0|0
36|863|Rodrigo Bentancur|M|30|1359|7.024175824175824|0|17|5|0|6|1|0|407|11|340.05|15|1|36|14.335378049216043|0.9803921568627451|33.20910115234452|111|54|28|10|8|6.4681906787169945|10|27|25.299536813714816|2|0|0|0|0|0|0
37|871|Matheus Pereira|M|10|74|7.408108108108109|0|2|1|0|0|0|0|47|6|34.79|4|0|1|3.5326086956521743|0.0|0.7246376811594204|12|9|0|0|2|1.7663043478260871|1|0|0.0|0|0|0|0|0|0|0
38|890|Marcos Rojo|D|5|90|6.7|0|3|0|0|0|1|0|49|1|35.28|2|0|4|1.7543859649122808|0.0|3.5087719298245617|0|0|1|1|0|0.0|0|3|2.6315789473684212|1|0|0|0|0|0|0
39|893|Antonio Valencia|D|25|1288|6.714052795031057|0|3|2|1|0|1|0|464|8|10.89|18|4|14|23.549124550268715|5.409356725146199|17.22154679660737|104|48|26|16|7|8.480392156862745|3|17|21.939597487198107|4|1|0|0|0|0|0
40|982|Lucas Alario|F|13|1647|7.181683168316832|0|54|25|9|7|4|0|261|19|198.14|8|1|2|6.644772851669404|0.7936507936507936|1.801948051948052|175|63|16|7|6|5.182822034400859|19|38|32.5074585464335|5|0|0|0|2|0|0
41|987|Paulinho|M|7|1077|6.884958217270196|0|25|11|3|0|1|0|396|15|324.68|0|0|9|0.0|0.0|9.285690076932983|138|65|35|18|12|12.66416083820712|13|11|11.864097345235722|2|0|0|0|0|0|0
42|1016|Nicolas Andereggen|F|12|245|6.704566210045663|0|7|5|0|1|0|0|54|2|19.450000000000003|1|0|1|1.0869565217391304|0.0|1.0204081632653061|37|11|6|4|2|2.0408163265306123|5|5|4.879547770525214|0|0|0|0|0|0|0
43|1053|Jorge Broun|G|19|3532|6.885835232823185|0|0|0|0|37|0|96|536|0|152.84|2|0|3|2.177858439201452|0.0|2.9012532917867335|13|8|0|0|1|1.25|4|1|0.9259259259259258|4|0|0|0|0|0|1
44|1058|Rafael Forster|D|5|1502|6.638881491344873|0|9|1|0|0|0|0|737|9|68.96|22|7|27|25.5781021013051|9.504142566117356|33.879071199314694|150|69|21|11|30|34.21526727488488|18|21|24.577411763006822|6|1|0|2|0|0|0
45|1065|Natanael|D|6|1652|6.890848484848485|2|12|5|2|0|1|0|554|14|154.95|38|4|27|42.46593570395037|5.032051282051282|31.26460892650548|176|92|48|23|24|26.585699646948836|17|17|19.10087906955112|5|0|0|0|0|0|0
46|1160|Marcelo Saracchi|D|3|1651|7.01259842519685|0|10|2|0|0|1|0|589|16|445.96|8|3|26|7.639279406681869|2.4069737184491284|22.02150193982013|185|99|38|22|18|15.461626694295362|10|27|22.244733159790677|3|0|0|0|0|0|0
47|1209|Wilmar Barrios|M|16|5038|7.154550886277636|0|25|7|1|3|4|0|2566|29|2150.9800000000005|27|6|128|25.67961351640834|6.010934218143576|117.61030183090077|830|471|92|72|70|68.74617190869168|126|123|116.77691044199112|22|2|1|0|0|0|0
48|1211|Matias Kranevitter|M|5|2232|6.767159498207886|0|10|1|0|0|0|0|950|12|223.42|45|3|52|48.096071223456704|3.1490313516711033|57.89395280749721|182|85|8|6|16|17.239425755337273|7|48|50.555336168347424|7|0|0|1|0|0|0
49|1218|Emiliano Rigoni|M|24|1632|7.118009118541033|0|49|25|9|6|1|0|193|23|134.27|4|1|12|3.931451612903226|1.0416666666666667|12.264938879686976|171|63|65|27|8|7.649309506111035|10|18|18.110598220553097|4|0|1|0|0|0|0
50|1222|Sebastian Driussi|F|11|1565|7.1515555555555546|0|55|22|10|8|3|0|426|16|351.17|3|0|7|2.3772204806687567|0.0|6.045870325531343|140|45|24|7|5|4.156792978710787|21|18|16.00865599309486|2|0|0|0|2|0|0
51|1260|Pablo Nascimento Castro|D|3|2020|7.211980198019801|0|20|3|0|0|0|0|855|0|776.1800000000001|0|0|41|0.0|0.0|40.25141625125875|147|100|2|2|3|3.136446886446886|14|16|14.900481809555686|2|0|0|1|0|0|0
52|1262|Otavio|M|5|1170|7.176923076923077|0|11|3|1|0|2|0|580|5|512.09|0|0|20|0.0|0.0|22.056569663093697|108|59|10|7|18|20.330514732931313|9|12|13.212148432066618|3|0|0|0|0|0|0
53|1344|Mauricio Isla|D|44|2388|6.954355108877722|2|4|3|2|0|5|0|1353|43|58.370000000000005|49|3|48|39.79106870947842|2.2843822843822843|40.00889664825024|218|106|18|10|23|18.722098701485663|16|39|32.75233908910317|4|0|0|1|0|0|0
54|1364|Jailson|M|25|1974|6.7061803444782155|0|10|3|1|0|1|0|1019|8|873.93|15|3|26|14.68975853884176|2.7272727272727275|29.395904060268382|247|117|16|14|38|37.741596647728535|19|37|36.9931508386739|3|0|0|0|0|0|0
55|1398|David Depetris|F|33|1142|6.699388379204892|0|22|11|5|4|0|0|158|2|97.14000000000001|1|1|2|1.0869565217391304|1.0416666666666667|2.4099883855981417|149|56|2|1|4|4.317669172932331|20|19|22.485778210873598|2|0|0|0|0|0|0
56|1471|Renan Ribeiro|G|40|1800|6.72|0|0|0|0|28|0|61|311|0|228.67|0|0|1|0.0|0.0|1.1363636363636365|7|4|0|0|0|0.0|1|1|1.1904761904761905|2|0|0|0|0|0|1
57|1476|Cristian Borja|D|26|4289|6.837934250408019|1|37|8|1|0|3|0|1084|34|855.9100000000001|16|1|97|16.679412242696433|0.8928571428571428|110.78043975897073|394|228|68|38|16|18.907805763397693|61|65|72.52504119095062|9|1|0|0|0|0|0
58|1492|Wendel|M|37|2625|6.930361904761905|0|41|16|5|0|2|0|1385|34|1215.15|0|0|32|0.0|0.0|32.87597062017834|281|151|51|37|27|27.143389361352313|68|36|35.45195793438457|4|0|0|0|0|0|0
59|1493|Marcos Acuna|M|9|1452|7.36720484359233|0|33|14|5|5|9|0|285|33|216.19|16|1|15|16.296124688419|0.9090909090909091|16.759754807825423|157|65|24|10|3|2.9545454545454546|43|33|32.96510801766867|4|0|0|0|0|0|0
60|1503|Artur|D|15|7|6.6|0|0|0|0|0|0|0|1|0|0.33|0|0|1|0.0|0.0|1.5151515151515151|1|1|0|0|0|0.0|0|0|0.0|0|0|0|0|0|0|0
61|1528|Nicolas Careca|F|97|95|6.708421052631579|0|0|0|0|0|0|0|18|1|14.74|0|0|0|0.0|0.0|0.0|14|4|2|0|0|0.0|2|3|4.28030303030303|0|0|0|0|0|0|0
62|1566|Emerson|D|22|2163|6.951548774849746|0|18|4|1|0|1|0|891|26|712.1299999999999|36|4|52|31.73918703883937|3.701539855072464|46.222680483152374|335|185|56|26|19|15.978579972253474|49|55|49.23016199206975|7|0|0|0|0|0|0
63|1577|Diego Lainez|M|20|1496|6.842513368983957|2|27|12|5|0|2|0|272|23|199.52|14|1|6|15.849910292727138|1.25|6.73042459332782|218|101|62|37|11|11.972449557007138|48|28|31.252303368478|4|0|0|0|0|0|0
64|1578|Giovani Lo Celso|M|18|252||0|3|2|1|6|1|0|0|0|0.0|8|0|0|7.534223839177831|0.0|0.0|0|0|0|0|0|0.0|8|6|5.416395575797007|2|1|0|0|0|0|0
65|1619|Franco Soldano|F|27|6739|6.991781045751632|3|161|65|22|6|5|0|938|55|520.5699999999999|38|5|26|40.99770962905378|5.450906125529893|28.000719954759322|1095|499|62|13|51|58.86859001800937|141|101|111.68551930781578|5|0|1|0|2|1|0
66|1644|Jose Mauri|M|5|708|6.775141242937854|0|11|2|0|0|1|0|386|13|327.25999999999993|13|2|12|11.492389364878713|1.5384615384615383|10.97072484321419|0|0|6|3|10|8.712549452221547|10|14|12.623338087808568|3|0|0|0|0|0|0
67|1646|Lucas Paqueta|M|39|3649|7.2074540970128815|0|140|48|11|0|2|0|1615|54|1334.9199999999998|56|6|35|50.64573917112053|5.56144328484754|32.10824594784955|781|405|132|82|53|49.4448596940274|126|87|80.3488567017077|12|1|0|0|0|0|0
68|1694|Santiago Caseres|M|5|3900|7.0634958071278815|0|23|4|0|0|2|0|2185|35|1545.21|50|0|64|48.256007001546976|0.0|57.548391752779345|557|332|36|28|54|51.32547326535207|71|85|78.52343457234541|19|3|0|0|0|0|0
69|1771|Ayrton|D|6|2369|6.854959898691431|0|35|7|0|0|0|0|837|23|671.3700000000001|38|4|48|39.31000841753685|4.062304608481371|49.27083922216724|351|204|126|72|15|14.536049740271878|58|30|30.625003700735228|4|0|0|1|0|0|0
70|1788|Lorenzo Melgarejo|M|35|255|7.743137254901961|0|12|8|3|0|0|0|69|5|1.1|3|1|1|2.5301659125188536|0.9615384615384615|0.7246376811594204|33|13|8|4|2|1.923076923076923|3|1|0.7246376811594204|0|0|0|0|0|0|0
71|1793|Luiz Adriano|F|10|2463|7.017580186764107|0|42|24|16|0|4|0|419|31|163.74|8|1|6|7.308046725485183|0.9803921568627451|6.545175288642187|131|67|18|14|11|10.923408011727687|41|36|36.949068025167335|2|0|1|0|2|1|0
72|1881|Facundo Pereyra|F|10|1497|6.861189044756177|0|29|12|4|0|2|0|337|33|245.68|0|0|3|0.0|0.0|4.11725955204216|173|60|43|21|8|8.119633556355943|13|12|13.998021912622562|4|0|1|0|0|0|0
73|1927|Neto Borges|D|33|1031|6.956601941747573|0|5|2|0|0|1|0|430|10|17.16|22|3|17|25.14700111904315|3.762693423597679|18.3283534211481|143|89|39|28|10|10.596717900147816|20|22|24.327865725606408|3|0|0|1|0|0|0
74|1929|Jhon Lucumi|D|33|2751|6.883787713558705|0|2|0|0|0|0|0|838|7|657.75|16|4|82|19.70761025037341|5.70271164021164|87.63142305055699|185|124|11|8|9|10.227179136602984|20|26|26.47538963674122|3|0|0|1|0|0|0
75|1977|Adriano|D|21|259|6.9328185328185326|0|1|0|0|0|1|0|116|3|91.06|7|1|2|7.270903010033445|1.25|2.25|0|0|4|3|5|5.510033444816053|3|6|6.110089186176143|1|0|0|0|0|0|0
76|1983|Enzo Roco|D|6|2076|6.876107899807321|0|10|2|1|0|0|0|677|5|552.15|46|10|51|46.67843488623379|9.219047848564095|49.98887577781399|190|111|15|9|6|5.3004071963292905|20|31|28.43051247319473|5|1|0|0|0|0|0
77|2038|Guilherme Arana|M|13|6028|7.188835434638354|0|72|29|6|0|10|0|3589|101|1614.57|46|3|73|38.01059717502854|3.1905641499268835|67.55085459002514|518|268|96|56|31|28.23967803246119|83|68|61.74873961780414|9|0|4|1|0|0|0
78|2098|Guillermo Ochoa|G|13|5531|6.9216235762068345|0|0|0|0|66|0|165|1380|5|456.59999999999997|0|0|3|0.0|0.0|3.02338355304457|21|19|0|0|0|0.0|4|0|0.0|0|0|0|0|0|0|0
79|2162|Sidcley|D|8|3874|7.0078988125968|1|39|14|7|0|5|0|1610|56|1311.6299999999997|20|6|60|19.341038097804578|6.215578976384155|60.34627709261006|434|240|86|56|27|26.63172488012651|80|47|48.90737100903621|5|0|1|0|0|0|0
80|2260|Rafael Acosta|M|16|391|6.767263427109975|0|13|3|0|0|0|0|83|3|55.17|8|0|6|9.524462082053468|0.0|6.671688677825609|37|18|7|2|2|2.1629084215370455|7|4|4.508780256288563|0|0|0|0|0|0|0
81|2356|Rodrigo Rey|G|1|4140|6.9575|0|0|0|0|48|0|144|522|1|288.69000000000005|0|0|1|0.0|0.0|1.3157894736842106|26|23|0|0|1|0.7462686567164178|16|1|1.1904761904761905|4|0|0|0|0|0|1
82|2359|Leo Matos|D|3|1500|6.8764|1|11|6|1|0|1|0|529|14|10.680000000000001|21|3|19|25.249670090219634|4.492401215805471|21.742821797343076|121|54|16|8|7|8.452338425742681|9|36|43.811870016582674|10|0|0|2|0|0|0
83|2384|Leo Jaba|M|18|21|6.6|0|0|0|0|0|0|0|6|0|5.1|0|0|0|0.0|0.0|0.0|4|2|0|0|0|0.0|1|2|1.5151515151515151|0|0|0|0|0|0|0
84|2388|Carlos Lampe|G|1|2035|6.958230958230958|0|0|0|0|24|0|57|462|1|341.1700000000001|0|0|2|0.0|0.0|1.7992424242424243|28|27|1|1|0|0.0|16|0|0.0|1|0|0|0|0|0|0
85|2392|Luis Haquin|D|19|376|6.703723404255319|0|1|0|0|0|0|0|56|0|43.0|3|5|9|3.398807075277664|6.4856711915535445|10.780338768448905|27|14|2|2|1|1.1363636363636365|0|6|7.666598107774579|0|0|0|0|0|0|0
86|2398|Alejandro Chumacero|M|3|3502|6.633066818960594|6|43|17|2|0|3|0|920|48|701.22|61|5|22|73.38722385588649|6.217374006747821|25.157952491615617|347|139|30|16|66|80.99155052490163|51|57|69.91015437749283|9|0|1|1|0|0|0
87|2404|Henry Vaca|F|80|193|6.579166666666667|0|3|1|0|0|1|0|51|2|32.82|3|0|0|2.4790236460717012|0.0|0.0|12|7|23|12|4|3.8804713804713806|3|6|5.533534365196062|1|0|0|0|0|0|0
88|2410|Weverton|G|21|10451|6.991177877715051|0|0|0|0|104|0|332|1941|5|827.9799999999997|2|0|5|2.178030303030303|0.0|4.864562320435235|60|60|1|1|1|1.2195121951219512|13|1|0.7936507936507936|6|0|0|0|0|0|2
89|2411|Fagner|D|23|9910|7.194712411705349|0|61|17|3|0|13|0|4687|164|2886.99|146|14|161|152.0525394519532|15.51057451668354|160.95764970968156|852|481|206|103|65|64.96651020906704|139|127|123.09651132092809|27|1|1|3|1|0|0
90|2413|Richarlison|F|7|1231|6.917303005686434|0|31|11|5|0|1|0|192|13|133.54|0|0|9|0.0|0.0|8.758228840125392|210|87|22|4|5|4.766206818045771|37|38|38.08304791270129|4|0|4|0|1|0|0
91|2414|Everton|M|11|5892|6.95621181262729|0|224|100|29|1|12|0|1605|68|1274.8099999999995|35|3|41|30.340946865881|2.9146141215106733|37.41157508259063|738|307|433|208|48|43.639475233176306|109|71|65.75111036636498|9|0|2|0|1|0|0
92|2415|Carlos Caceda|G|12|2711|6.608447067502767|0|0|0|0|45|0|69|420|3|270.87999999999994|0|0|0|0.0|0.0|0.0|13|13|0|0|0|0.0|4|0|0.0|0|0|0|0|0|0|1
93|2416|Jose Carvallo|G|1|5325|7.123981220657276|0|0|0|0|62|0|203|909|2|597.2300000000001|5|0|3|2.9275232105420783|0.0|1.1363636363636365|40|34|3|3|2|0.0|16|2|0.819672131147541|10|1|0|0|0|0|0
94|2417|Pedro Gallese|G|1|5228|6.672915072685539|0|0|0|0|90|0|190|784|3|486.28000000000003|4|0|5|4.551028903815213|0.0|5.005555076153083|26|18|2|2|3|3.629619260918253|7|1|0.8771929824561404|2|0|0|0|0|0|2
95|2418|Luis Abram|D|29|4825|6.942407602956706|0|20|3|2|2|2|0|2567|6|1975.9300000000005|53|16|92|46.92698917951793|14.2557276493892|82.83781506539718|284|173|15|11|31|28.099611651692623|31|47|40.64413065096997|8|3|1|0|0|0|0
96|2419|Luis Advincula|D|17|1191|6.817834394904458|0|2|1|0|9|1|0|151|1|122.4|50|3|14|49.80069509746788|3.061877667140825|14.609359734779137|65|37|11|8|3|2.7159244264507425|21|35|36.431200265816145|3|0|0|0|0|0|0
97|2420|Miguel Araujo|D|5|1908|7.024752475247524|0|21|3|2|0|0|0|597|7|453.49000000000007|22|12|31|10.622421228310989|6.821272643828749|13.176530355265951|176|92|5|4|7|3.2720588235294117|6|25|9.212964696733003|5|0|0|0|0|0|0
98|2422|Aldo Corzo|D|29|4532|6.851699029126214|0|45|15|5|0|1|0|1200|41|899.3899999999999|64|14|65|34.17335296332059|4.347396186270867|20.32555051012394|434|228|55|31|34|15.575471049123463|87|79|29.770018803058953|11|0|2|1|0|0|0
99|2423|Anderson Santamaria|D|5|4233|6.880699267658871|2|23|7|3|0|0|0|1531|12|744.3199999999997|92|27|97|98.31189320505715|30.77510680082822|101.77308930429312|469|273|27|21|28|28.344843808328395|43|77|80.68321623899197|22|1|0|4|0|0|0
100|2424|Miguel Trauco|D|13|2729|6.980578966654452|0|27|7|1|0|5|0|1302|36|1068.91|15|3|40|13.039609666531064|3.3496732026143787|35.68163000660778|269|118|38|21|31|27.516700973313277|11|49|44.510990001555655|7|1|0|1|0|0|0
101|2425|Alexis Arias|M|28|5376|7.116369047619049|0|91|29|8|0|9|0|2636|87|2203.6099999999997|34|15|69|8.08258261003006|5.34036513482758|19.932858207728366|325|183|40|25|64|27.389641367054324|107|36|11.272968427216181|2|0|4|0|0|0|0
102|2427|Wilder Cartagena|M|19|3297|6.7383682135274485|0|23|9|1|0|0|0|1236|17|986.8399999999999|118|10|40|135.85384387749326|11.184171402140874|46.5742628167066|340|174|41|20|58|63.25611247939948|66|97|113.3939726198155|18|0|0|1|0|0|0
103|2428|Christian Cueva|M|10|2398|7.0569641367806515|0|36|12|3|0|9|0|1116|68|919.5300000000001|8|1|19|7.529144172514135|1.0|17.606305935211353|299|147|92|52|24|21.928301502332314|58|31|27.11289183301231|4|0|0|0|0|1|0
104|2429|Edison Flores|M|14|3230|7.055603715170278|6|83|31|12|0|6|0|824|77|656.0800000000002|49|2|9|52.51466126435938|2.4065540194572455|10.08639994188167|384|157|90|46|24|25.605532122913573|30|44|44.63199819461775|3|0|0|0|0|0|0
105|2430|Christofer Gonzales|M|18|3769|7.335473600424516|0|132|46|13|2|13|0|1164|94|947.2600000000001|42|5|25|18.498042361922106|3.2221075564728814|8.940687943732865|538|268|157|80|29|13.188341976540475|164|87|47.58750521238555|10|0|1|0|0|0|0
106|2431|Marcos Lopez|D|20|1630|7.205828220858894|0|28|10|5|0|6|0|395|22|315.67999999999995|11|1|20||||214|123|51|34|7||42|28||2|0|1|0|0|0|0
107|2434|Yoshimar Yotun|M|19|4147|7.078514588859418|1|49|13|3|0|11|0|2233|110|1235.8300000000002|87|2|32|94.85381903537535|1.8613387978142077|34.97340100501966|517|230|66|32|92|94.69399696930554|77|83|85.27154923284428|13|1|1|2|1|0|0
108|2435|Luiz Da Silva|F|11|979|6.558937691521962|2|19|4|2|0|2|0|225|11|145.44000000000003|11|0|1|12.4093485863589|0.0|1.0204081632653061|176|74|44|16|9|9.96452764838882|18|28|31.153713172027587|3|0|0|0|0|0|0
109|2436|Andy Polo|M|22|896|6.731249999999998|2|15|3|2|0|0|0|211|10|160.19999999999996|7|0|10|7.28820359967901|0.0|11.096459096459096|72|29|21|10|7|7.385692795576517|7|4|3.9592408957163054|0|0|0|0|0|0|0
110|2437|Wuilker Farinez|G|1|5998|6.891763921307103|0|0|0|0|64|0|179|911|2|600.9100000000002|2|0|2|1.7879948914431671|0.0|1.8481182795698925|31|26|0|0|5|5.39831536295384|11|2|1.6993087557603688|1|0|0|0|0|0|3
