|player_id|wavg_player_rating
0|129976|7.1976744186046515
1|53949|6.971082765618204
2|39224|6.694453924914677
3|126937|6.17
4|37083|6.5
5|47051|6.1
6|26745|6.844827586206897
7|18803|6.794088937093276
8|37876|6.581818181818182
9|153506|6.419298245614034
10|119479|6.495804195804196
11|35634|6.889745706737121
12|13093|7.133481481481482
13|70467|6.836479591836734
14|47114|6.854131054131055
15|13520|7.468166320166318
16|20549|6.859867394695787
17|37878|6.782326007326008
18|47216|6.9
19|37922|6.481888544891641
20|2520|6.548518896833502
21|2466|7.045657512837687
22|104887|6.918536585365853
23|35532|7.065129387650526
24|1750|6.802641802641802
25|11092|6.555032925682032
26|176|6.9310155005070255
27|576|6.918941308621175
28|32999|6.7262781186094065
29|42422|6.4
30|23535|6.770769230769231
31|6373|6.553834880312653
32|9719|6.570304271503804
33|52542|6.557142857142856
34|278357|6.7
35|39593|6.689325414953556
36|292|7.187144580389454
37|61257|6.790963855421687
38|41114|6.80232391848409
39|1552|6.849016751638747
40|51002|6.747816593886463
41|2204|6.982080960254761
42|162767|6.371641791044776
43|179129|6.3
44|1268|6.191780821917808
45|299867|6.139240506329114
46|36986|6.492168674698796
47|195503|6.85249169435216
48|108457|6.6238611713665945
49|41497|6.577730496453901
50|10073|6.698562903422238
51|87290|6.7704516129032255
52|191322|6.7
53|20310|6.675999999999999
54|75151|6.564426877470355
55|10454|6.7893617021276595
56|37682|5.9
57|59789|1.7374999999999998
58|20860|7.002596943732885
59|1595|6.633333333333333
60|10399|6.8632157877709465
61|46657|6.898564680232558
62|191454|6.966666666666667
63|36914|6.734822419533851
64|79416|6.656637168141593
65|36915|6.730253623188405
66|46739|6.623206885559452
67|6127|6.604057709648331
68|26306|7.04802204531537
69|8724|6.461046511627908
70|8457|7.100149063032367
71|19073|6.921317320322761
72|46910|6.553047404063205
73|129904|7.130862068965516
74|91381|6.586082474226805
75|30399|6.7289752650176675
76|46801|6.861067503924647
77|108474|6.689451219512195
78|119687|6.732473309608542
79|163446|5.9
80|50802|7.0
81|20791|6.771467764060357
82|2543|6.733333333333333
83|6258|6.825790691694523
84|21274|6.816666666666666
85|10431|6.808942307692309
86|307|7.0898184780079125
87|47295|6.841057934508816
88|3199|6.876580796252928
89|119666|6.586084142394822
90|6445|6.613888888888888
91|5436|6.963636363636364
92|37939|-1.0
93|13577|6.92651828654513
94|6458|6.498726114649681
95|19626|6.4134387351778654
96|9362|6.6353481481481476
97|9491|6.688807785888076
98|13866|6.6
99|118130|6.442857142857143
100|31019|6.6159763313609465
101|46937|6.612953138815207
102|31086|7.003768453768454
103|19597|6.317391304347827
104|193270|6.861840929401251
105|114421|7.1
106|41315|6.704428288169201
107|47161|6.745098039215686
108|79177|7.0
109|20961|6.662993661628474
110|269374|6.164000000000001
111|2773|6.8037508846426045
112|2544|6.913
113|8647|6.754347826086957
114|54867|6.888344277673546
115|39513|6.813810917857757
116|20967|6.55625
117|161948|6.3
118|37818|7.65
119|296129|6.5
120|107352|6.977008928571428
121|13475|6.743986928104575
